time,open,high,low,close,Volume,Volume MA
1675218300,21840,21840,21840,21840,1,NaN
1675218900,21922,21922,21860,21860,3,NaN
1675219200,21878,21878,21822,21825,12,NaN
1675219500,21800,21800,21800,21800,1,NaN
1675220100,21854,21856,21845,21845,13,NaN
1675220400,21880,21893,21880,21893,10,NaN
1675220700,21894,21957,21892,21955,25,NaN
1675221000,22000,22035,22000,22035,14,NaN
1675221300,21987,21987,21987,21987,1,NaN
1675221600,21950,21950,21950,21950,2,NaN
1675222200,21998,21998,21998,21998,2,NaN
1675222500,22006,22006,22006,22006,1,NaN
1675223100,21995,21996,21995,21996,2,NaN
1675223400,21973,21973,21973,21973,1,NaN
1675223700,21975,21975,21975,21975,1,NaN
1675227600,21988,21988,21956,21956,14,NaN
1675227900,21948,21985,21948,21985,8,NaN
1675228200,21977,21977,21964,21964,6,NaN
1675228500,22016,22016,22013,22013,2,NaN
1675229100,21973,21973,21973,21973,1,NaN
1675229700,22000,22014,21992,21992,39,NaN
1675230000,22005,22005,21995,21996,4,NaN
1675230300,21993,21993,21980,21980,4,NaN
1675230600,22008,22047,22008,22044,7,NaN
1675230900,22046,22053,22044,22050,10,NaN
1675231200,22062,22062,22061,22061,5,NaN
1675231500,22070,22070,22070,22070,2,NaN
1675231800,22072,22078,22072,22072,6,NaN
1675232100,22078,22090,22078,22090,4,NaN
1675232700,22100,22100,22097,22100,20,NaN
1675233000,22125,22125,22125,22125,80,NaN
1675233300,22138,22138,22134,22134,3,NaN
1675233600,22100,22100,22100,22100,1,NaN
1675233900,22050,22050,22050,22050,1,NaN
1675234200,22082,22082,22082,22082,1,NaN
1675234500,22104,22104,22101,22101,2,NaN
1675234800,22072,22073,22072,22073,2,NaN
1675235100,22108,22108,22093,22093,3,NaN
1675235400,22079,22079,22079,22079,2,NaN
1675236000,22089,22089,22089,22089,2,NaN
1675236600,22050,22050,22050,22050,5,NaN
1675237200,22090,22090,22090,22090,2,NaN
1675237800,22079,22079,22079,22079,1,NaN
1675238400,22130,22130,22130,22130,2,NaN
1675238700,22137,22137,22137,22137,2,NaN
1675242900,22075,22075,22055,22055,6,NaN
1675243200,22048,22048,22044,22044,4,NaN
1675243800,22040,22040,22040,22040,1,NaN
1675246800,22061,22061,22061,22061,1,NaN
1675248900,22064,22064,22064,22064,3,NaN
1675249200,22064,22064,22064,22064,6,NaN
1675249500,22064,22064,22064,22064,1,NaN
1675252800,22070,22070,22070,22070,1,NaN
1675253400,22082,22082,22082,22082,1,NaN
1675254000,22089,22096,22089,22096,2,NaN
1675254300,22094,22094,22094,22094,1,NaN
1675256100,22100,22100,22100,22100,1,NaN
1675259400,22125,22125,22125,22125,1,NaN
1675260000,22100,22100,22097,22097,3,NaN
1675260600,22094,22094,22094,22094,2,NaN
1675260900,22103,22103,22103,22103,1,NaN
1675261200,22100,22100,22098,22098,10,NaN
1675261800,22108,22157,22108,22115,16,NaN
1675262100,22115,22143,22115,22142,5,NaN
1675262700,22200,22220,22200,22220,3,NaN
1675263000,22205,22205,22192,22192,4,NaN
1675263600,22121,22121,22121,22121,2,NaN
1675265400,22115,22116,22106,22106,4,NaN
1675265700,22096,22096,22076,22076,3,NaN
1675266000,22068,22068,22064,22064,3,NaN
1675266300,22060,22060,22060,22060,1,NaN
1675267200,22077,22077,22077,22077,1,NaN
1675269300,22120,22120,22120,22120,1,NaN
1675270200,22114,22114,22114,22114,1,NaN
1675271400,22080,22080,22080,22080,1,NaN
1675271700,22056,22056,22056,22056,1,NaN
1675272600,22046,22046,22046,22046,1,NaN
1675272900,22036,22036,22025,22030,7,NaN
1675273800,22020,22020,22020,22020,2,NaN
1675275900,22060,22063,22060,22063,2,NaN
1675276500,22056,22056,22056,22056,2,NaN
1675277100,22042,22042,22042,22042,21,NaN
1675277400,22048,22048,22048,22048,1,NaN
1675300500,22300,22341,22300,22315,59,NaN
1675300800,22324,22369,22324,22361,38,NaN
1675301100,22329,22329,22317,22317,5,NaN
1675301400,22321,22379,22290,22379,7,NaN
1675301700,22300,22300,22250,22250,5,NaN
1675302000,22250,22263,22198,22198,6,NaN
1675302300,22198,22200,22170,22195,8,NaN
1675302600,22200,22222,22200,22222,5,NaN
1675302900,22255,22295,22255,22295,6,NaN
1675303200,22305,22315,22305,22305,7,NaN
1675304100,22205,22212,22195,22195,5,NaN
1675304400,22185,22185,22135,22135,23,NaN
1675304700,22186,22186,22186,22186,1,NaN
1675305000,22195,22212,22195,22205,37,NaN
1675305300,22150,22150,22140,22140,2,NaN
1675305600,22141,22182,22141,22182,4,NaN
1675305900,22183,22215,22183,22215,16,NaN
1675306200,22199,22199,22199,22199,1,NaN
1675307400,22235,22268,22235,22268,6,NaN
1675307700,22278,22278,22278,22278,2,NaN
1675308000,22260,22260,22260,22260,1,NaN
1675308300,22272,22272,22272,22272,1,NaN
1675309200,22261,22261,22261,22261,1,NaN
1675309500,22242,22242,22215,22215,4,NaN
1675309800,22210,22210,22210,22210,1,NaN
1675310100,22200,22200,22200,22200,3,NaN
1675314000,22212,22212,22212,22212,5,NaN
1675314300,22222,22222,22196,22204,12,NaN
1675314600,22194,22194,22190,22190,4,NaN
1675314900,22209,22209,22198,22198,15,NaN
1675315200,22212,22212,22180,22180,32,NaN
1675315500,22184,22184,22184,22184,10,NaN
1675315800,22185,22185,22149,22149,48,NaN
1675316100,22130,22130,22130,22130,1,NaN
1675316400,22130,22130,22130,22130,1,NaN
1675317000,22120,22120,22098,22098,2,NaN
1675317300,22085,22085,22052,22070,20,NaN
1675317600,22085,22085,22085,22085,1,NaN
1675318200,22104,22104,22104,22104,4,NaN
1675319100,22106,22106,22102,22102,3,NaN
1675320900,22134,22147,22134,22147,20,NaN
1675321200,22150,22150,22150,22150,2,NaN
1675321800,22101,22101,22101,22101,2,NaN
1675322700,22095,22095,22095,22095,4,NaN
1675323000,22047,22047,22041,22041,3,NaN
1675323300,22048,22050,22020,22020,33,NaN
1675323900,22000,22001,22000,22001,3,NaN
1675324200,22023,22023,22023,22023,2,NaN
1675324500,22026,22026,22017,22017,3,NaN
1675324800,22022,22038,22022,22035,8,NaN
1675325100,22035,22035,22025,22025,8,NaN
1675325400,22044,22045,22034,22045,10,NaN
1675325700,22048,22058,22048,22050,89,NaN
1675326000,22060,22066,22060,22066,5,NaN
1675326300,22070,22096,22070,22096,9,NaN
1675329300,22068,22068,22066,22066,7,NaN
1675329600,22063,22063,22063,22063,1,NaN
1675334700,22004,22004,22004,22004,2,NaN
1675335000,22000,22000,22000,22000,4,NaN
1675336200,22032,22032,22032,22032,1,NaN
1675338900,22015,22015,22015,22015,1,NaN
1675340100,22000,22000,22000,22000,7,NaN
1675341300,21990,21990,21990,21990,3,NaN
1675341900,22000,22000,22000,22000,1,NaN
1675342800,22022,22022,22022,22022,1,NaN
1675347900,22055,22055,22055,22055,1,NaN
1675348200,22020,22020,22016,22016,8,NaN
1675348500,21980,21980,21980,21980,3,NaN
1675348800,21970,21975,21940,21940,16,NaN
1675349100,21974,21979,21974,21977,5,NaN
1675349400,21974,21975,21952,21952,4,NaN
1675349700,21930,21930,21873,21873,15,NaN
1675350000,21861,21896,21850,21896,6,NaN
1675350600,21841,21841,21831,21831,6,NaN
1675350900,21879,21879,21869,21869,2,NaN
1675351200,21859,21859,21859,21859,1,NaN
1675351500,21861,21861,21861,21861,1,NaN
1675351800,21900,21912,21900,21912,2,NaN
1675353000,21909,21929,21909,21927,3,NaN
1675355700,21894,21894,21894,21894,2,NaN
1675356300,21874,21874,21874,21874,2,NaN
1675356900,21868,21868,21868,21868,1,NaN
1675357800,21888,21891,21888,21891,7,NaN
1675359900,21885,21885,21885,21885,1,NaN
1675360500,21870,21870,21870,21870,2,NaN
1675364100,21941,21941,21941,21941,4,NaN
1675386900,21822,21868,21800,21868,45,NaN
1675387200,21850,21850,21850,21850,9,NaN
1675387500,21860,21872,21860,21872,10,NaN
1675387800,21869,21869,21810,21835,31,NaN
1675388100,21852,21877,21750,21750,9,NaN
1675388400,21738,21738,21673,21690,40,NaN
1675388700,21746,21769,21746,21768,11,NaN
1675389000,21671,21673,21643,21668,41,NaN
1675389300,21667,21667,21620,21657,16,NaN
1675389600,21643,21682,21643,21682,5,NaN
1675389900,21636,21645,21598,21598,21,NaN
1675390200,21626,21651,21625,21650,8,NaN
1675390800,21633,21673,21633,21650,13,NaN
1675391100,21632,21639,21610,21620,28,NaN
1675391400,21623,21623,21610,21610,8,NaN
1675391700,21610,21610,21528,21528,37,NaN
1675392000,21554,21568,21524,21524,18,NaN
1675392300,21549,21554,21528,21549,33,NaN
1675392600,21536,21536,21526,21530,11,NaN
1675392900,21520,21556,21520,21556,16,NaN
1675393200,21577,21596,21577,21596,3,NaN
1675393500,21598,21598,21562,21562,20,NaN
1675393800,21553,21553,21538,21538,3,NaN
1675394400,21588,21599,21588,21599,4,NaN
1675394700,21589,21606,21570,21606,8,NaN
1675395000,21610,21620,21610,21620,2,NaN
1675395300,21622,21640,21622,21625,15,NaN
1675395600,21620,21620,21610,21610,2,NaN
1675395900,21592,21592,21592,21592,1,NaN
1675396200,21595,21595,21595,21595,2,NaN
1675396500,21610,21610,21608,21608,2,NaN
1675400400,21578,21578,21578,21578,2,NaN
1675400700,21568,21585,21555,21585,9,NaN
1675401600,21652,21652,21652,21652,1,NaN
1675401900,21657,21657,21647,21647,10,NaN
1675402200,21662,21698,21662,21682,35,NaN
1675402500,21685,21695,21683,21695,11,NaN
1675402800,21687,21687,21665,21670,44,NaN
1675403100,21660,21660,21640,21655,12,NaN
1675403400,21645,21645,21630,21630,6,NaN
1675403700,21625,21625,21620,21620,7,NaN
1675404000,21649,21660,21649,21660,3,NaN
1675404600,21681,21690,21681,21690,3,NaN
1675404900,21700,21700,21685,21685,12,NaN
1675405200,21710,21712,21695,21695,5,NaN
1675405500,21688,21698,21670,21698,15,NaN
1675405800,21669,21669,21669,21669,2,NaN
1675406100,21667,21688,21659,21688,13,NaN
1675406400,21691,21730,21691,21730,10,NaN
1675406700,21714,21714,21701,21701,4,NaN
1675407000,21705,21720,21704,21720,16,NaN
1675407300,21722,21722,21722,21722,1,NaN
1675407900,21755,21755,21729,21729,3,NaN
1675408200,21741,21742,21732,21732,3,NaN
1675408500,21745,21747,21745,21745,9,NaN
1675409100,21714,21721,21690,21691,6,NaN
1675409400,21694,21695,21680,21680,9,NaN
1675409700,21675,21679,21675,21679,4,NaN
1675410000,21680,21680,21660,21660,11,NaN
1675410300,21680,21685,21680,21685,3,NaN
1675410600,21686,21689,21686,21688,27,NaN
1675410900,21671,21686,21671,21686,3,NaN
1675411200,21689,21705,21689,21705,54,NaN
1675411500,21699,21720,21694,21700,28,NaN
1675411800,21674,21674,21674,21674,1,NaN
1675412100,21673,21674,21660,21667,21,NaN
1675412400,21657,21657,21653,21653,7,NaN
1675412700,21647,21648,21645,21645,4,NaN
1675419000,21756,21756,21756,21756,3,NaN
1675423800,21794,21794,21794,21794,1,NaN
1675425900,21781,21781,21781,21781,1,NaN
1675430400,21771,21771,21771,21771,1,NaN
1675431000,21715,21715,21715,21715,3,NaN
1675431300,21702,21702,21679,21683,17,NaN
1675431600,21671,21671,21671,21671,2,NaN
1675431900,21661,21661,21651,21651,4,NaN
1675433700,21660,21660,21660,21660,1,NaN
1675434000,21650,21650,21650,21650,1,NaN
1675434600,21640,21640,21620,21620,3,NaN
1675435800,21703,21703,21703,21703,1,NaN
1675436100,21692,21692,21677,21680,21,NaN
1675436400,21670,21670,21590,21590,93,NaN
1675436700,21588,21588,21533,21533,5,NaN
1675437000,21574,21574,21564,21564,2,NaN
1675437600,21632,21632,21632,21632,1,NaN
1675437900,21646,21646,21646,21646,1,NaN
1675438200,21629,21661,21629,21661,2,NaN
1675439700,21648,21648,21648,21648,1,NaN
1675440600,21647,21647,21647,21647,1,NaN
1675441500,21659,21659,21659,21659,2,NaN
1675442100,21635,21636,21635,21635,4,NaN
1675443000,21608,21628,21608,21628,3,NaN
1675443300,21631,21632,21631,21632,2,NaN
1675447500,21560,21560,21554,21554,2,NaN
1675447800,21550,21550,21544,21544,4,NaN
1675448400,21534,21534,21533,21533,2,NaN
1675449000,21524,21524,21514,21514,2,NaN
1675449600,21526,21527,21526,21527,9,NaN
1675449900,21504,21504,21504,21504,1,NaN
1675450200,21570,21570,21570,21570,1,NaN
1675646100,21370,21427,21366,21366,44,NaN
1675646400,21356,21356,21300,21300,23,NaN
1675646700,21292,21317,21280,21317,6,NaN
1675647000,21260,21291,21233,21237,21,NaN
1675647300,21220,21292,21200,21200,36,NaN
1675647600,21190,21263,21180,21253,23,NaN
1675647900,21274,21274,21251,21251,4,NaN
1675648200,21220,21264,21220,21263,11,NaN
1675648500,21264,21361,21264,21361,23,NaN
1675648800,21310,21376,21308,21376,12,NaN
1675649100,21344,21344,21339,21339,2,NaN
1675649400,21300,21337,21300,21326,4,NaN
1675649700,21288,21288,21260,21260,7,NaN
1675650000,21272,21272,21250,21250,88,NaN
1675650300,21269,21269,21269,21269,2,NaN
1675650600,21292,21322,21292,21322,12,NaN
1675650900,21342,21342,21342,21342,10,NaN
1675651200,21283,21283,21260,21260,4,NaN
1675651500,21250,21253,21250,21253,3,NaN
1675651800,21250,21250,21200,21200,23,NaN
1675652100,21217,21218,21217,21218,5,NaN
1675652400,21219,21250,21210,21250,32,NaN
1675652700,21219,21219,21190,21190,7,NaN
1675653000,21181,21181,21158,21158,26,NaN
1675653300,21175,21175,21150,21155,11,NaN
1675653600,21150,21150,21140,21140,8,NaN
1675653900,21159,21159,21159,21159,2,NaN
1675654200,21192,21192,21187,21187,7,NaN
1675654500,21211,21211,21211,21211,2,NaN
1675654800,21215,21215,21210,21210,2,NaN
1675655100,21221,21229,21220,21229,3,NaN
1675655400,21219,21219,21219,21219,2,NaN
1675655700,21207,21207,21205,21205,2,NaN
1675659600,21195,21195,21169,21184,17,NaN
1675659900,21210,21212,21210,21212,2,NaN
1675660500,21182,21182,21160,21160,6,NaN
1675660800,21170,21177,21150,21150,122,NaN
1675661100,21156,21161,21156,21161,7,NaN
1675661400,21147,21153,21143,21143,13,NaN
1675661700,21182,21205,21182,21205,11,NaN
1675662000,21218,21285,21218,21274,42,NaN
1675662300,21268,21307,21261,21307,43,NaN
1675662600,21300,21340,21300,21301,28,NaN
1675662900,21286,21324,21281,21324,31,NaN
1675663200,21307,21309,21306,21309,5,NaN
1675663500,21275,21275,21235,21235,36,NaN
1675663800,21231,21239,21225,21233,262,NaN
1675664100,21220,21227,21215,21215,12,NaN
1675664400,21220,21220,21200,21200,17,NaN
1675664700,21203,21203,21203,21203,2,NaN
1675665000,21230,21230,21195,21195,14,NaN
1675665300,21200,21228,21200,21228,8,NaN
1675665600,21229,21260,21229,21248,9,NaN
1675665900,21248,21249,21241,21241,79,NaN
1675666200,21244,21244,21244,21244,1,NaN
1675666500,21236,21236,21235,21235,2,NaN
1675666800,21265,21270,21263,21263,9,NaN
1675667100,21252,21280,21252,21280,16,NaN
1675667400,21282,21300,21282,21291,125,NaN
1675667700,21257,21257,21247,21250,3,NaN
1675668000,21242,21242,21232,21232,4,NaN
1675668300,21244,21246,21235,21235,7,NaN
1675668600,21225,21225,21222,21222,4,NaN
1675668900,21245,21245,21233,21233,6,NaN
1675669200,21225,21225,21225,21225,2,NaN
1675669800,21234,21234,21234,21234,1,NaN
1675670100,21224,21225,21224,21225,2,NaN
1675670400,21247,21275,21247,21271,31,NaN
1675670700,21267,21290,21267,21290,43,NaN
1675671000,21272,21289,21272,21287,12,NaN
1675671300,21291,21298,21290,21295,30,NaN
1675671600,21290,21303,21290,21303,21,NaN
1675671900,21274,21274,21252,21256,46,NaN
1675674900,21231,21231,21227,21227,10,NaN
1675675500,21249,21249,21249,21249,3,NaN
1675676400,21241,21242,21241,21242,6,NaN
1675677000,21231,21231,21231,21231,1,NaN
1675677900,21206,21206,21206,21206,4,NaN
1675679700,21221,21221,21200,21200,6,NaN
1675682400,21203,21203,21203,21203,1,NaN
1675684500,21200,21200,21200,21200,1,NaN
1675685700,21195,21195,21195,21195,1,NaN
1675686000,21190,21190,21190,21190,2,NaN
1675687500,21209,21209,21209,21209,3,NaN
1675690200,21180,21180,21180,21180,2,NaN
1675691400,21177,21177,21170,21170,5,NaN
1675691700,21172,21172,21172,21172,3,NaN
1675692900,21160,21160,21160,21160,4,NaN
1675693500,21155,21155,21150,21150,3,NaN
1675693800,21208,21232,21208,21210,13,NaN
1675694100,21192,21192,21134,21139,19,NaN
1675694400,21132,21132,21117,21117,2,NaN
1675694700,21126,21127,21114,21114,8,NaN
1675695000,21161,21161,21100,21107,12,NaN
1675695300,21107,21107,21097,21097,2,NaN
1675695600,21116,21116,21116,21116,1,NaN
1675696200,21136,21136,21136,21136,1,NaN
1675696500,21094,21094,21080,21080,2,NaN
1675696800,21087,21087,21087,21087,1,NaN
1675697400,21098,21098,21098,21098,1,NaN
1675698000,21134,21136,21134,21136,2,NaN
1675698600,21180,21180,21180,21180,2,NaN
1675698900,21200,21200,21200,21200,8,NaN
1675699200,21171,21171,21170,21170,4,NaN
1675699500,21218,21218,21218,21218,1,NaN
1675700400,21230,21266,21230,21266,9,NaN
1675701000,21270,21270,21266,21266,4,NaN
1675702500,21202,21206,21202,21206,2,NaN
1675705500,21230,21241,21230,21241,3,NaN
1675707000,21241,21241,21241,21241,1,NaN
1675707300,21250,21250,21250,21250,3,NaN
1675707600,21266,21266,21266,21266,1,NaN
1675732500,21350,21355,21337,21339,29,NaN
1675732800,21331,21331,21327,21327,7,NaN
1675733100,21337,21350,21337,21338,5,NaN
